1;7;0;8;3;'CAPRICORNIO';2514;07/06/2016
2;9;7;0;5;'GEMINIS';4526;07/06/2016
1;3;2;0;7;'PISCIS';2515;08/06/2016
2;8;1;6;3;'GEMINIS';4527;08/06/2016
1;3;9;4;0;'ESCORPION';2516;09/06/2016
2;5;5;4;1;'LEO';4528;09/06/2016
1;6;0;2;2;'TAURO';2517;10/06/2016
2;4;3;0;5;'ACUARIO';4529;10/06/2016
1;9;5;2;9;'ARIES';2518;11/06/2016
2;2;4;9;2;'LEO';4530;11/06/2016
2;9;1;7;5;'ARIES';4531;12/06/2016
1;2;5;4;9;'ESCORPION';2519;13/06/2016
2;7;1;7;3;'PISCIS';4532;13/06/2016
1;9;5;7;8;'ACUARIO';2520;14/06/2016
2;4;8;5;7;'CAPRICORNIO';4533;14/06/2016
1;7;8;4;5;'ESCORPION';2521;15/06/2016
2;6;0;1;1;'TAURO';4534;15/06/2016
1;3;1;0;5;'SAGITARIO';2522;16/06/2016
2;8;1;7;5;'SAGITARIO';4535;16/06/2016
1;6;1;6;8;'LIBRA';2523;17/06/2016
2;2;1;7;5;'VIRGO';4536;17/06/2016
1;8;8;8;5;'CAPRICORNIO';2524;18/06/2016
2;7;3;8;9;'GEMINIS';4537;18/06/2016
2;0;6;9;6;'LEO';4538;19/06/2016
1;9;6;9;3;'VIRGO';2525;20/06/2016
2;3;6;7;0;'VIRGO';4539;20/06/2016
1;9;3;5;5;'LIBRA';2526;21/06/2016
2;0;4;4;7;'ARIES';4540;21/06/2016
1;0;8;3;2;'LIBRA';2527;22/06/2016
2;3;6;7;5;'CAPRICORNIO';4541;22/06/2016
1;8;8;5;5;'CANCER';2528;23/06/2016
2;1;6;4;3;'LEO';4542;23/06/2016
1;7;7;3;1;'LEO';2529;24/06/2016
2;2;4;2;6;'CANCER';4543;24/06/2016
1;2;0;6;5;'LIBRA';2530;25/06/2016
2;8;0;9;5;'ARIES';4544;25/06/2016
2;0;4;7;0;'ACUARIO';4545;26/06/2016
1;6;9;7;8;'GEMINIS';2531;27/06/2016
